Subject,Entries,Gender,Year,Level
Sports Coaching Studies,14.0,Female,2002,Higher
Sports Organisation,4.0,Female,2002,Higher
Classical Greek,3.0,Male,2006,Higher
English,11118.0,Male,2006,Higher
French,998.0,Male,2006,Higher
Gaelic (Learners),56.0,Male,2006,Higher
Gàidhlig,52.0,Male,2006,Higher
German,422.0,Male,2006,Higher
Italian,60.0,Male,2006,Higher
Latin,106.0,Male,2006,Higher
Russian,5.0,Male,2006,Higher
Spanish,265.0,Male,2006,Higher
Accounting,824.0,Male,2006,Higher
Mathematics,9615.0,Male,2006,Higher
Biology,3018.0,Male,2006,Higher
Biotechnology,16.0,Male,2006,Higher
Chemistry,4693.0,Male,2006,Higher
Geology,38.0,Male,2006,Higher
Human Biology,1023.0,Male,2006,Higher
Managing Environmental Resources,34.0,Male,2006,Higher
Physics,6196.0,Male,2006,Higher
Classical Studies,178.0,Male,2006,Higher
Economics,406.0,Male,2006,Higher
Geography,3695.0,Male,2006,Higher
History,3405.0,Male,2006,Higher
Modern Studies,2746.0,Male,2006,Higher
Philosophy,362.0,Male,2006,Higher
Politics,37.0,Male,2006,Higher
Psychology (New),604.0,Male,2006,Higher
"Religious, Moral and Philosophical Studies",118.0,Male,2006,Higher
"Religious, Moral and Philosophical Studies (New)",399.0,Male,2006,Higher
Sociology,150.0,Male,2006,Higher
Administration,630.0,Male,2006,Higher
Building and Architectural Technology,43.0,Male,2006,Higher
Building Services,3.0,Male,2006,Higher
Business Management,2623.0,Male,2006,Higher
Care,56.0,Male,2006,Higher
Care Practice,31.0,Male,2006,Higher
Civil Engineering,18.0,Male,2006,Higher
Computing (New),3236.0,Male,2006,Higher
Construction,39.0,Male,2006,Higher
Design,6.0,Male,2006,Higher
Early Education and Childcare,14.0,Male,2006,Higher
Early Years Care and Education,1.0,Male,2006,Higher
Fabrication and Welding Engineering,22.0,Male,2006,Higher
Food Production Supervision,1.0,Male,2006,Higher
Graphic Communication,2278.0,Male,2006,Higher
Home Economics: Fashion and Textile Technology,2.0,Male,2006,Higher
Home Economics: Health and Food Technology,61.0,Male,2006,Higher
Home Economics: Lifestyle and Consumer Technology,10.0,Male,2006,Higher
Hospitality - Food and Drink Service,2.0,Male,2006,Higher
Hospitality - Professional Cookery,37.0,Male,2006,Higher
Information Systems,1250.0,Male,2006,Higher
Mechatronics,29.0,Male,2006,Higher
Mental Health Care (New),22.0,Male,2006,Higher
Personal and Social Education,13.0,Male,2006,Higher
Play in Early Education and Childcare,4.0,Male,2006,Higher
Product Design,1426.0,Male,2006,Higher
Professional Patisserie,25.0,Male,2006,Higher
Retail Travel (New),4.0,Male,2006,Higher
Selling Scheduled Air Travel,3.0,Male,2006,Higher
Structural Engineering,5.0,Male,2006,Higher
Technological Studies,730.0,Male,2006,Higher
Travel and Tourism*,20.0,Male,2006,Higher
"Advertising, Marketing and Public Relations",5.0,Male,2006,Higher
Art and Design,1782.0,Male,2006,Higher
Drama,493.0,Male,2006,Higher
"Interviewing, Writing and Publishing",2.0,Male,2006,Higher
Media Studies,379.0,Male,2006,Higher
Music,1932.0,Male,2006,Higher
Photography for the Media,93.0,Male,2006,Higher
Visual Arts,1.0,Male,2006,Higher
Dance Practice,11.0,Male,2006,Higher
Fitness and Exercise,27.0,Male,2006,Higher
Physical Education,3154.0,Male,2006,Higher
Sports Coaching Studies,47.0,Male,2006,Higher
Sports Organisation,5.0,Male,2006,Higher
Classical Greek,4.0,Female,2006,Higher
English,16398.0,Female,2006,Higher
French,3294.0,Female,2006,Higher
Gaelic (Learners),98.0,Female,2006,Higher
Gàidhlig,72.0,Female,2006,Higher
German,977.0,Female,2006,Higher
Italian,176.0,Female,2006,Higher
Latin,132.0,Female,2006,Higher
Russian,4.0,Female,2006,Higher
Spanish,793.0,Female,2006,Higher
Accounting,806.0,Female,2006,Higher
Mathematics,9008.0,Female,2006,Higher
Biology,6026.0,Female,2006,Higher
Biotechnology,12.0,Female,2006,Higher
Chemistry,4475.0,Female,2006,Higher
Geology,19.0,Female,2006,Higher
Human Biology,2714.0,Female,2006,Higher
Managing Environmental Resources,31.0,Female,2006,Higher
Physics,2421.0,Female,2006,Higher
Classical Studies,270.0,Female,2006,Higher
Economics,280.0,Female,2006,Higher
Geography,3369.0,Female,2006,Higher
History,4461.0,Female,2006,Higher
Modern Studies,4455.0,Female,2006,Higher
Philosophy,435.0,Female,2006,Higher
Politics,38.0,Female,2006,Higher
Psychology (New),2028.0,Female,2006,Higher
"Religious, Moral and Philosophical Studies",333.0,Female,2006,Higher
"Religious, Moral and Philosophical Studies (New)",924.0,Female,2006,Higher
Sociology,469.0,Female,2006,Higher
Administration,2562.0,Female,2006,Higher
Building and Architectural Technology,5.0,Female,2006,Higher
Building Services,,Female,2006,Higher
Business Management,3172.0,Female,2006,Higher
Care,584.0,Female,2006,Higher
Care Practice,335.0,Female,2006,Higher
Civil Engineering,,Female,2006,Higher
Computing (New),1120.0,Female,2006,Higher
Construction,2.0,Female,2006,Higher
Design,17.0,Female,2006,Higher
Early Education and Childcare,598.0,Female,2006,Higher
Early Years Care and Education,84.0,Female,2006,Higher
Fabrication and Welding Engineering,,Female,2006,Higher
Food Production Supervision,1.0,Female,2006,Higher
Graphic Communication,946.0,Female,2006,Higher
Home Economics: Fashion and Textile Technology,112.0,Female,2006,Higher
Home Economics: Health and Food Technology,648.0,Female,2006,Higher
Home Economics: Lifestyle and Consumer Technology,153.0,Female,2006,Higher
Hospitality - Food and Drink Service,1.0,Female,2006,Higher
Hospitality - Professional Cookery,38.0,Female,2006,Higher
Information Systems,654.0,Female,2006,Higher
Mechatronics,,Female,2006,Higher
Mental Health Care (New),256.0,Female,2006,Higher
Personal and Social Education,51.0,Female,2006,Higher
Play in Early Education and Childcare,198.0,Female,2006,Higher
Product Design,844.0,Female,2006,Higher
Professional Patisserie,20.0,Female,2006,Higher
Retail Travel (New),35.0,Female,2006,Higher
Selling Scheduled Air Travel,26.0,Female,2006,Higher
Structural Engineering,,Female,2006,Higher
Technological Studies,41.0,Female,2006,Higher
Travel and Tourism*,75.0,Female,2006,Higher
"Advertising, Marketing and Public Relations",5.0,Female,2006,Higher
Art and Design,4873.0,Female,2006,Higher
Drama,1576.0,Female,2006,Higher
"Interviewing, Writing and Publishing",5.0,Female,2006,Higher
Media Studies,464.0,Female,2006,Higher
Music,2285.0,Female,2006,Higher
Photography for the Media,152.0,Female,2006,Higher
Visual Arts,3.0,Female,2006,Higher
Dance Practice,124.0,Female,2006,Higher
Fitness and Exercise,8.0,Female,2006,Higher
Physical Education,1307.0,Female,2006,Higher
Sports Coaching Studies,21.0,Female,2006,Higher
Sports Organisation,,Female,2006,Higher
Classical Greek,1.0,Male,2003,Higher
English,12467.0,Male,2003,Higher
French,1113.0,Male,2003,Higher
Gaelic (Learners),60.0,Male,2003,Higher
Gàidhlig,24.0,Male,2003,Higher
German,498.0,Male,2003,Higher
Italian,65.0,Male,2003,Higher
Latin,96.0,Male,2003,Higher
Russian,10.0,Male,2003,Higher
Spanish,214.0,Male,2003,Higher
Accounting and Finance,1154.0,Male,2003,Higher
Mathematics,10356.0,Male,2003,Higher
Biology,2795.0,Male,2003,Higher
Biotechnology,6.0,Male,2003,Higher
Chemistry,4628.0,Male,2003,Higher
Geology,23.0,Male,2003,Higher
Human Biology,812.0,Male,2003,Higher
Managing Environmental Resources,15.0,Male,2003,Higher
Physics,6806.0,Male,2003,Higher
Classical Studies,198.0,Male,2003,Higher
Economics,588.0,Male,2003,Higher
Geography,4287.0,Male,2003,Higher
History,3537.0,Male,2003,Higher
Modern Studies,3092.0,Male,2003,Higher
Philosophy,308.0,Male,2003,Higher
Politics,27.0,Male,2003,Higher
Psychology,581.0,Male,2003,Higher
"Religious, Moral and Philosophical Studies",440.0,Male,2003,Higher
Sociology,152.0,Male,2003,Higher
Administration,785.0,Male,2003,Higher
Building and Architectural Technology,46.0,Male,2003,Higher
Building Services,10.0,Male,2003,Higher
Business Management,2679.0,Male,2003,Higher
Care,66.0,Male,2003,Higher
Care Practice,43.0,Male,2003,Higher
Civil Engineering,34.0,Male,2003,Higher
Computing,3600.0,Male,2003,Higher
Construction,61.0,Male,2003,Higher
Craft and Design,1674.0,Male,2003,Higher
Design,18.0,Male,2003,Higher
Early Years Care and Education,7.0,Male,2003,Higher
Electronics,6.0,Male,2003,Higher
Experiential Approaches to Early Years Care and Education,2.0,Male,2003,Higher
Fabrication and Welding Engineering,34.0,Male,2003,Higher
Food Production Supervision,,Male,2003,Higher
Graphic Communication,2180.0,Male,2003,Higher
Hairdressing: Principles of Colouring Hair,1.0,Male,2003,Higher
Home Economics - Fashion and Textile Technology,3.0,Male,2003,Higher
Home Economics - Health and Food Technology,48.0,Male,2003,Higher
Home Economics - Lifestyle and Consumer Technology,9.0,Male,2003,Higher
Hospitality - Food and Drink Service,4.0,Male,2003,Higher
Hospitality - Professional Cookery,47.0,Male,2003,Higher
Information Systems,1932.0,Male,2003,Higher
Manufacturing,3.0,Male,2003,Higher
Mechanical Engineering,5.0,Male,2003,Higher
Mechatronics,33.0,Male,2003,Higher
Mental Health Care,29.0,Male,2003,Higher
Personal and Social Education,18.0,Male,2003,Higher
Professional Patisserie,22.0,Male,2003,Higher
Quantity Surveying,12.0,Male,2003,Higher
Retail Travel,2.0,Male,2003,Higher
Selling Scheduled Air Travel,,Male,2003,Higher
Structural Engineering,3.0,Male,2003,Higher
Technological Studies,948.0,Male,2003,Higher
Tourism,9.0,Male,2003,Higher
"Advertising, Marketing and Public Relations",1.0,Male,2003,Higher
Art and Design,2040.0,Male,2003,Higher
Drama,441.0,Male,2003,Higher
Media Studies,383.0,Male,2003,Higher
Music,1408.0,Male,2003,Higher
Photography for the Media,17.0,Male,2003,Higher
Visual Arts,8.0,Male,2003,Higher
Dance Practice,1.0,Male,2003,Higher
Fitness and Exercise,40.0,Male,2003,Higher
Physical Education,2925.0,Male,2003,Higher
Sports Coaching Studies,34.0,Male,2003,Higher
Sports Organisation,8.0,Male,2003,Higher
Classical Greek,4.0,Female,2003,Higher
English,17157.0,Female,2003,Higher
French,3773.0,Female,2003,Higher
Gaelic (Learners),87.0,Female,2003,Higher
Gàidhlig,51.0,Female,2003,Higher
German,1410.0,Female,2003,Higher
Italian,198.0,Female,2003,Higher
Latin,187.0,Female,2003,Higher
Russian,13.0,Female,2003,Higher
Spanish,831.0,Female,2003,Higher
Accounting and Finance,1281.0,Female,2003,Higher
Mathematics,9610.0,Female,2003,Higher
Biology,6125.0,Female,2003,Higher
Biotechnology,17.0,Female,2003,Higher
Chemistry,4664.0,Female,2003,Higher
Geology,19.0,Female,2003,Higher
Human Biology,2484.0,Female,2003,Higher
Managing Environmental Resources,5.0,Female,2003,Higher
Physics,2683.0,Female,2003,Higher
Classical Studies,314.0,Female,2003,Higher
Economics,384.0,Female,2003,Higher
Geography,3522.0,Female,2003,Higher
History,4551.0,Female,2003,Higher
Modern Studies,4670.0,Female,2003,Higher
Philosophy,346.0,Female,2003,Higher
Politics,29.0,Female,2003,Higher
Psychology,1859.0,Female,2003,Higher
"Religious, Moral and Philosophical Studies",1157.0,Female,2003,Higher
Sociology,369.0,Female,2003,Higher
Administration,3269.0,Female,2003,Higher
Building Services,1.0,Female,2003,Higher
Building and Architectural Technology,4.0,Female,2003,Higher
Business Management,3298.0,Female,2003,Higher
Care,653.0,Female,2003,Higher
Care Practice,395.0,Female,2003,Higher
Civil Engineering,3.0,Female,2003,Higher
Computing,1153.0,Female,2003,Higher
Construction,8.0,Female,2003,Higher
Craft and Design,804.0,Female,2003,Higher
Design,33.0,Female,2003,Higher
Early Years Care and Education,265.0,Female,2003,Higher
Electronics,,Female,2003,Higher
Experiential Approaches to Early Years Care and Education,9.0,Female,2003,Higher
Fabrication and Welding Engineering,,Female,2003,Higher
Food Production Supervision,1.0,Female,2003,Higher
Graphic Communication,891.0,Female,2003,Higher
Hairdressing: Principles of Colouring Hair,10.0,Female,2003,Higher
Home Economics - Fashion and Textile Technology,70.0,Female,2003,Higher
Home Economics - Health and Food Technology,618.0,Female,2003,Higher
Home Economics - Lifestyle and Consumer Technology,147.0,Female,2003,Higher
Hospitality - Food and Drink Service,6.0,Female,2003,Higher
Hospitality - Professional Cookery,36.0,Female,2003,Higher
Information Systems,920.0,Female,2003,Higher
Manufacturing,,Female,2003,Higher
Mechanical Engineering,,Female,2003,Higher
Mechatronics,,Female,2003,Higher
Mental Health Care,253.0,Female,2003,Higher
Personal and Social Education,71.0,Female,2003,Higher
Professional Patisserie,20.0,Female,2003,Higher
Quantity Surveying,2.0,Female,2003,Higher
Retail Travel,24.0,Female,2003,Higher
Selling Scheduled Air Travel,14.0,Female,2003,Higher
Structural Engineering,2.0,Female,2003,Higher
Technological Studies,45.0,Female,2003,Higher
Tourism,42.0,Female,2003,Higher
"Advertising, Marketing and Public Relations",10.0,Female,2003,Higher
Art and Design,4868.0,Female,2003,Higher
Drama,1263.0,Female,2003,Higher
Media Studies,468.0,Female,2003,Higher
Music,2095.0,Female,2003,Higher
Photography for the Media,33.0,Female,2003,Higher
Visual Arts,12.0,Female,2003,Higher
Dance Practice,30.0,Female,2003,Higher
Fitness and Exercise,20.0,Female,2003,Higher
Physical Education,1170.0,Female,2003,Higher
Sports Coaching Studies,11.0,Female,2003,Higher
Sports Organisation,6.0,Female,2003,Higher
Classical Greek,3.0,Male,2009,Higher
English,11445.0,Male,2009,Higher
English for Speakers of Other Languages,154.0,Male,2009,Higher
French,1163.0,Male,2009,Higher
Gaelic (Learners),39.0,Male,2009,Higher
Gàidhlig,27.0,Male,2009,Higher
German,380.0,Male,2009,Higher
Italian,62.0,Male,2009,Higher
Latin,84.0,Male,2009,Higher
Russian,2.0,Male,2009,Higher
Spanish,331.0,Male,2009,Higher
Urdu,15.0,Male,2009,Higher
Accounting,703.0,Male,2009,Higher
Mathematics,10145.0,Male,2009,Higher
Biology,3238.0,Male,2009,Higher
Biotechnology,16.0,Male,2009,Higher
Chemistry,4813.0,Male,2009,Higher
Geology,32.0,Male,2009,Higher
Human Biology,1170.0,Male,2009,Higher
Managing Environmental Resources,71.0,Male,2009,Higher
Physics,6446.0,Male,2009,Higher
Classical Studies,185.0,Male,2009,Higher
Economics,371.0,Male,2009,Higher
Geography,3642.0,Male,2009,Higher
History,3730.0,Male,2009,Higher
Modern Studies,2564.0,Male,2009,Higher
Philosophy,353.0,Male,2009,Higher
Politics,76.0,Male,2009,Higher
Psychology (New),647.0,Male,2009,Higher
"Religious, Moral and Philosophical Studies (New)",796.0,Male,2009,Higher
Sociology,202.0,Male,2009,Higher
Administration,667.0,Male,2009,Higher
Architectural Technology,55.0,Male,2009,Higher
Building Construction,29.0,Male,2009,Higher
Business Management,2784.0,Male,2009,Higher
Care,53.0,Male,2009,Higher
Care Practice,18.0,Male,2009,Higher
Computing (New),3242.0,Male,2009,Higher
Design,2.0,Male,2009,Higher
Early Education and Childcare,17.0,Male,2009,Higher
Fabrication and Welding Engineering,10.0,Male,2009,Higher
Graphic Communication,2595.0,Male,2009,Higher
Health and Social Care,40.0,Male,2009,Higher
Home Economics: Fashion and Textile Technology,6.0,Male,2009,Higher
Home Economics: Health and Food Technology,55.0,Male,2009,Higher
Home Economics: Lifestyle and Consumer Technology,16.0,Male,2009,Higher
Hospitality - Professional Cookery,30.0,Male,2009,Higher
Information Systems,944.0,Male,2009,Higher
Mechatronics,24.0,Male,2009,Higher
Mental Health Care (New),31.0,Male,2009,Higher
Personal Development,25.0,Male,2009,Higher
Play in Early Education and Childcare,3.0,Male,2009,Higher
Product Design,1479.0,Male,2009,Higher
Professional Patisserie,5.0,Male,2009,Higher
Retail Travel (New),2.0,Male,2009,Higher
Technological Studies,589.0,Male,2009,Higher
Travel and Tourism,18.0,Male,2009,Higher
Art and Design,1750.0,Male,2009,Higher
Drama,645.0,Male,2009,Higher
Media Studies,306.0,Male,2009,Higher
Music,2087.0,Male,2009,Higher
Photography for the Media,255.0,Male,2009,Higher
Visual Arts,6.0,Male,2009,Higher
Dance Practice,7.0,Male,2009,Higher
Fitness and Exercise,30.0,Male,2009,Higher
Physical Education,3800.0,Male,2009,Higher
Sports Coaching Studies,43.0,Male,2009,Higher
Classical Greek,4.0,Female,2009,Higher
English,16994.0,Female,2009,Higher
English for Speakers of Other Languages,282.0,Female,2009,Higher
French,3414.0,Female,2009,Higher
Gaelic (Learners),79.0,Female,2009,Higher
Gàidhlig,57.0,Female,2009,Higher
German,881.0,Female,2009,Higher
Italian,150.0,Female,2009,Higher
Latin,115.0,Female,2009,Higher
Russian,11.0,Female,2009,Higher
Spanish,1033.0,Female,2009,Higher
Urdu,43.0,Female,2009,Higher
Accounting,642.0,Female,2009,Higher
Mathematics,9493.0,Female,2009,Higher
Biology,5869.0,Female,2009,Higher
Biotechnology,12.0,Female,2009,Higher
Chemistry,4769.0,Female,2009,Higher
Geology,24.0,Female,2009,Higher
Human Biology,2822.0,Female,2009,Higher
Managing Environmental Resources,55.0,Female,2009,Higher
Physics,2556.0,Female,2009,Higher
Classical Studies,259.0,Female,2009,Higher
Economics,262.0,Female,2009,Higher
Geography,3592.0,Female,2009,Higher
History,4875.0,Female,2009,Higher
Modern Studies,4209.0,Female,2009,Higher
Philosophy,553.0,Female,2009,Higher
Politics,87.0,Female,2009,Higher
Psychology (New),2116.0,Female,2009,Higher
"Religious, Moral and Philosophical Studies (New)",1781.0,Female,2009,Higher
Sociology,538.0,Female,2009,Higher
Administration,2292.0,Female,2009,Higher
Architectural Technology,7.0,Female,2009,Higher
Building Construction,7.0,Female,2009,Higher
Business Management,3525.0,Female,2009,Higher
Care,602.0,Female,2009,Higher
Care Practice,195.0,Female,2009,Higher
Computing (New),1065.0,Female,2009,Higher
Design,14.0,Female,2009,Higher
Early Education and Childcare,695.0,Female,2009,Higher
Fabrication and Welding Engineering,0.0,Female,2009,Higher
Graphic Communication,1107.0,Female,2009,Higher
Health and Social Care,434.0,Female,2009,Higher
Home Economics: Fashion and Textile Technology,175.0,Female,2009,Higher
Home Economics: Health and Food Technology,678.0,Female,2009,Higher
Home Economics: Lifestyle and Consumer Technology,278.0,Female,2009,Higher
Hospitality - Professional Cookery,41.0,Female,2009,Higher
Information Systems,469.0,Female,2009,Higher
Mechatronics,1.0,Female,2009,Higher
Mental Health Care (New),374.0,Female,2009,Higher
Personal Development,49.0,Female,2009,Higher
Play in Early Education and Childcare,242.0,Female,2009,Higher
Product Design,912.0,Female,2009,Higher
Professional Patisserie,5.0,Female,2009,Higher
